Name,Number,Address,Dissolved On,Company Type,Incorporated On,Nature of Business
HSINYEE TRADING LTD,08963075,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,27 March 2014,99999 - Dormant Company
"UK VICTOR VILLA INTERNATIONAL ANIMAL TECHNOLOGY CO., LTD",09598252,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,19 May 2015,99999 - Dormant Company
GREEN SHARK BEER LIMITED,09576504,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,6 May 2015,99999 - Dormant Company
"TENGCHONG SANYOND STONE CO., LTD",08668901,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 August 2013,99999 - Dormant Company
"SHUNDA IMPORT AND EXPORT CO., LTD",09596823,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,19 May 2015,99999 - Dormant Company
"UK YINGSHI LUBRICATING OIL CO., LTD",09597426,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,19 May 2015,99999 - Dormant Company
"GAWANG MACHINE CO., LTD",09599329,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,19 May 2015,99999 - Dormant Company
LUCKY TEXTILE CANGNAN FACTORY LTD,08517312,"61 Praed Street, Dept 400, London, England, W2 1NS",Active,Private limited Company,7 May 2013,99999 - Dormant Company
"FAST PROMOTION CO., LTD",09140347,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,21 July 2014,99999 - Dormant Company
"GORGB CO., LTD",09089800,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,17 June 2014,99999 - Dormant Company
JYM INDUSTRY LIMITED,09615222,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,29 May 2015,99999 - Dormant Company
VANMASS INTERNATIONAL INVESTMENT HOLDINGS LTD,09618633,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,2 June 2015,99999 - Dormant Company
"QINGDAO YK-RUBBER INTERNATIONAL TRADING CO., LTD.",09618639,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,2 June 2015,99999 - Dormant Company
"P&J EYEWEAR CO., LIMITED",06992610,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,17 August 2009,99999 - Dormant Company
RJD INTERNATIONAL COMPANY LIMITED,09655347,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,24 June 2015,99999 - Dormant Company
BABAAGENT LTD,09150071,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 July 2014,99999 - Dormant Company
"HB INDUSTRIAL CO., LTD.",09611276,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,28 May 2015,99999 - Dormant Company
"PANAN SANTA ARTS AND CRAFTS CO., LTD",09684011,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,13 July 2015,99999 - Dormant Company
"SHAOXING COUNTY CHUOMEI TRADING CO., LTD",07674734,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,20 June 2011,99999 - Dormant Company
ZHONGKAI INDUSTRIAL LTD,09638006,"35 Ivor Place, Downstairs Office, London, United Kingdom, NW1 6EA",Active,Private limited Company,15 June 2015,99999 - Dormant Company
"ASIAN IRON ALLOY TRADING CO., LTD",09135737,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,8 November 2016,Private limited Company,17 July 2014,99999 - Dormant Company
"YIWU SAYOO IMPORT&EXPORT CO., LTD",09060012,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 May 2014,99999 - Dormant Company
SANHE INTERNATIONAL GROUP LIMITED,09611311,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,28 May 2015,99999 - Dormant Company
VICSEN TECHNOLOGY LIMITED,09624425,"35 Ivor Place, Dept 400, London, England, NW1 6EA",Active,Private limited Company,4 June 2015,99999 - Dormant Company
BARKO DECOR LTD,09019858,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,1 May 2014,99999 - Dormant Company
ENSAK LTD,08600868,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 July 2013,99999 - Dormant Company
"ZAKKA INTERNATIONAL CO., LTD",09612224,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,28 May 2015,99999 - Dormant Company
"YONGKANG TANGSHENG INDUSTRY CO., LTD.",09642803,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,17 June 2015,99999 - Dormant Company
"LH INSPECTION SERVICE CO., LIMITED",09645089,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,18 June 2015,99999 - Dormant Company
"BEST HOMEPRODUCTS CO., LTD.",08553580,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,3 June 2013,99999 - Dormant Company
"DML APPLIANCE CO., LTD",09626672,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Dissolved,20 December 2016,Private limited Company,6 June 2015,99999 - Dormant Company
"ICT COMMERCIAL TRADING CO., LTD",09178497,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 August 2014,99999 - Dormant Company
"EASE ENERGY CO., LTD",08788874,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,25 November 2013,99999 - Dormant Company
"SHANGHAI FAB HOUSEHOLD (U.K.) CO., LTD",09121362,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,8 July 2014,99999 - Dormant Company
"G. ALBERT CAPITAL CO., LTD",09640420,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,16 June 2015,99999 - Dormant Company
"WONI IMPORT & EXPORT CO., LIMITED",08995966,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,14 April 2014,99999 - Dormant Company
FUSION LUXURY DESIGN LIMITED,09197685,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,1 September 2014,99999 - Dormant Company
"AMARANTINE CO., LTD",09642818,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,17 June 2015,99999 - Dormant Company
SCIENCO PRINTING AND PACKAGING LIMITED,08555808,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,4 June 2013,99999 - Dormant Company
"HENTO INTERNATIONAL CO., LTD",09616538,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,1 June 2015,99999 - Dormant Company
"HIDEAR INDUSTRIAL DEVELOPMENT CO., LTD",08559461,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,6 June 2013,99999 - Dormant Company
"JIANLONG INTERNATIONAL DEVELOPMENT CO., LTD",08609999,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 July 2013,99999 - Dormant Company
TLI LOGISTICS SOLUTIONS LIMITED,09631358,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,10 June 2015,99999 - Dormant Company
"JADEMAYA CO., LTD",09637968,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 June 2015,99999 - Dormant Company
SUNLIFE TECHNOLOGY TRADING LTD,09599480,"Rm101 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,19 May 2015,99999 - Dormant Company
"JIN XIA INDUSTRY CO., LTD",09090284,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,17 June 2014,99999 - Dormant Company
"VSTAR AUTOWEIGHING CO., LTD",09608534,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,26 May 2015,99999 - Dormant Company
"PHOENIX KINDIA INDUSTRIAL CO., LTD",08502270,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 April 2013,99999 - Dormant Company
CAMTOP OILFIELD SERVICE LTD,09654032,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,24 June 2015,99999 - Dormant Company
"BPSTAR CO., LTD",08606232,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 July 2013,99999 - Dormant Company
EASTWOOD FASHION LTD,08597317,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,4 July 2013,99999 - Dormant Company
"DAYLUXURIES TEXTILE CO., LTD",08550556,"Suite 108 Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",Active,Private limited Company,30 May 2013,99999 - Dormant Company
"ARCHIMED LABORATORIES CO., LTD",09660168,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 June 2015,99999 - Dormant Company
ASAHI ASIA-PACIFIC LTD,09655791,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,24 June 2015,99999 - Dormant Company
"BOTHWELL INDUSTRY CO., LTD",09664647,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,30 June 2015,99999 - Dormant Company
"UNITED ENGINEER MARINE SERVICE CO., LIMITED",09099959,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 June 2014,99999 - Dormant Company
UK SAS ELECTRIC GROUP LTD,06920709,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,1 June 2009,99999 - Dormant Company
"NINGBO JIANGDONG TUOTU ELECTRONIC CO., LTD",09626659,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,6 June 2015,99999 - Dormant Company
"JUHAO HOUSEWARE CO., LTD",09105784,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,27 June 2014,99999 - Dormant Company
"SUNNY WAY VEHICLE CO., LTD",09659766,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 June 2015,99999 - Dormant Company
"LOVOMOR INDUSTRY CO., LTD",09093887,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,19 June 2014,99999 - Dormant Company
ATS COMMERCIAL SECRETARY LIMITED,09605784,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,22 May 2015,99999 - Dormant Company
MARVEL INT'L LIMITED,09605552,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,22 May 2015,99999 - Dormant Company
"NINGBO WEIBO ELECTRONIC TECHNOLOGY CO., LTD",09102863,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,25 June 2014,99999 - Dormant Company
"LSL INTERNATIONAL TRADING CO., LTD",09672523,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 July 2015,99999 - Dormant Company
CREATIVE CONCEPT HITECH PRODUCTS LTD,09679615,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,9 July 2015,99999 - Dormant Company
UK WATER HEAVEN COSMETICS LTD.,08922419,"6 Prospect Way, Royal Oak Industrial Estate, Daventry, Northamptonshire, England, NN11 8PL",Active,Private limited Company,4 March 2014,99999 - Dormant Company
"JUNE GLASSWARE CO., LIMITED",09099927,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 June 2014,99999 - Dormant Company
"LANGFANG LONGFA INTERNATIONAL CO., LTD",09693558,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,20 July 2015,99999 - Dormant Company
"TONSIM ELECTRONIC CO., LTD",09622162,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,3 June 2015,99999 - Dormant Company
"SHINE GROUP CO., LTD.",09622530,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,3 June 2015,99999 - Dormant Company
"DRL INTERNATIONAL TRADING CO., LTD",09107014,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,30 June 2014,99999 - Dormant Company
"CASSIEL TECHNOLOGY UK CO., LTD",09624316,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,4 June 2015,99999 - Dormant Company
"ATECC CO., LTD",09663264,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,30 June 2015,99999 - Dormant Company
"GUANGZHOU HONGXIANG AUDIO EQUIPMENT CO., LTD",09626849,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,6 June 2015,99999 - Dormant Company
LUCKY OCEAN SHIPPING COMPANY LIMITED,09114588,"Rm101 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,3 July 2014,99999 - Dormant Company
"MACILLIAN INDUSTRY GROUP CO., LTD",09668867,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,3 July 2015,99999 - Dormant Company
UK AODELEI ELECTRIC GROUP LIMITED,09642771,"Rm101 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 June 2015,99999 - Dormant Company
MODA X INT TRADING LIMITED,09644836,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,17 June 2015,99999 - Dormant Company
"SHENZHEN MAGELEC TECHNOLOGY CO., LTD",09110384,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,1 July 2014,99999 - Dormant Company
EURO RACING WHEELS CO LTD,08666647,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 August 2013,99999 - Dormant Company
LOUD ARCHITECTURAL DESIGN CONSULTING LTD,09647077,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 June 2015,99999 - Dormant Company
"LINHAI MOTOR CO., LTD",09184251,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,20 August 2014,99999 - Dormant Company
"SHANGHAI AFPAK CO., LTD",09191411,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 August 2014,99999 - Dormant Company
"SINO OCEAN CATERING CO., LTD",09685438,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,14 July 2015,99999 - Dormant Company
YUJIA INDUSTRY LTD,09179888,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 August 2014,99999 - Dormant Company
"QINGDAO PREMIER WIGS CO., LTD.",09688715,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,16 July 2015,99999 - Dormant Company
"VEYES INDUSTRY TRADING CO., LTD",09177701,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,15 August 2014,99999 - Dormant Company
"CHANGING ELECTRONIC CO., LTD.",08191915,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 August 2012,99999 - Dormant Company
SUNBREAK (UK) GREEN CARE TECHNOLOGY LIMITED,09698701,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,22 July 2015,99999 - Dormant Company
UK ADINY LAUNDRY & DYEING INT'L CHAIN LIMITED,09660429,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,29 June 2015,99999 - Dormant Company
"RUIAN ISTAR IMP&EXP CO., LTD",09102001,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,25 June 2014,99999 - Dormant Company
BUSS HOTELS & RESORTS LTD,07714101,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,21 July 2011,99999 - Dormant Company
LCD IMPORT & EXPORT LTD,09694847,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,21 July 2015,99999 - Dormant Company
SMART COOL INT'L HOLDINGS LIMITED,09699347,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,23 July 2015,99999 - Dormant Company
EVERPRO ASIA LIMITED,09653984,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,24 June 2015,99999 - Dormant Company
"BOLO COMMERCE CO., LTD",09670733,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,3 July 2015,99999 - Dormant Company
PLASGREEN RECYCLING LTD,09670858,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 July 2015,99999 - Dormant Company
"YUEQING DEBEN ELECTRIC CO., LTD",09673215,"Rm101 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,7 July 2015,99999 - Dormant Company
COSTAR INDUSTRY LTD,09679462,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,9 July 2015,99999 - Dormant Company
HUDDERSFIELD EDUCATION TECHNOLOGY LIMITED,08164485,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,1 August 2012,99999 - Dormant Company
"CONTIN CO., LTD",09105964,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,27 June 2014,99999 - Dormant Company
LM TYRE AND TUBE MANUFACTORY LIMITED,09657681,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,25 June 2015,99999 - Dormant Company
RESA TECHNOLOGY LIMITED,06635451,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,2 July 2008,99999 - Dormant Company
"SMART CAMEL SCIENCE TECHNOLOGY CO., LTD",08639865,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,6 August 2013,99999 - Dormant Company
"JNTECH NEW ENERGY CO., LTD",08788926,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,25 November 2013,99999 - Dormant Company
"SINOSTAR CHEMICAL CO., LIMITED",09662903,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,30 June 2015,99999 - Dormant Company
"UK HAN SENG CO., LTD",09237628,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 September 2014,99999 - Dormant Company
"U-KEY PHARMACHEM CO., LTD",09664732,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,1 July 2015,99999 - Dormant Company
CHALLENGE INDUSTRIAL LIMITED,07355197,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 August 2010,99999 - Dormant Company
G&R BRAND MANAGEMENT LIMITED,09677750,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,9 July 2015,99999 - Dormant Company
JACKMAN INDUSTRIAL LIMITED,09679820,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,10 July 2015,99999 - Dormant Company
"WETEX FASHION MANUFACTURING (UK) CO., LTD",09690254,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 July 2015,99999 - Dormant Company
GEILI GROUP LTD,09695010,"Chase Business Centre, 39/41 Chase Side, London, England, N14 5BP",Active,Private limited Company,21 July 2015,99999 - Dormant Company
VOLA MANNER INTERNATIONAL LIMITED,09331179,"Room519. Sketch House Clifton Terrace, London, N4 3JP",Dissolved,24 January 2017,Private limited Company,27 November 2014,70229 - Management consultancy activities other than financial management
"BACKER & DECKER CO., LTD",09246861,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,2 October 2014,99999 - Dormant Company
UK WYLLIE WESTIN LIQUOR-MAKING LIMITED,07436958,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 November 2010,99999 - Dormant Company
CHINA ALUCOND BUILDING MATERIAL GROUP LTD,08771609,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,12 November 2013,99999 - Dormant Company
XINHONGJI METAL INDUSTRIAL LTD,09874608,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,16 November 2015,99999 - Dormant Company
"HONGKONG GREEN FIELD CO., LTD",08792605,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,27 November 2013,99999 - Dormant Company
LV MACHINERY & EQUIPMENT LTD,09876714,"Rm 101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,17 November 2015,99999 - Dormant Company
"EAGLE CATERING EQUIPMENT CO., LTD",09876750,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,17 November 2015,99999 - Dormant Company
SMARTER SOURCING LTD,08809733,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 December 2013,99999 - Dormant Company
"CREATECH CO., LTD",09655008,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,24 June 2015,99999 - Dormant Company
"HTAC BUS CLIMATE CONTROL CO., LTD",08781153,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,19 November 2013,99999 - Dormant Company
"NINGBO ENERGY BUILDING MATERIAIS TECHNOLOGY CO., LIMITED",09329048,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 November 2014,99999 - Dormant Company
"GPOWER ENGINEERING CO., LTD",09877154,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 November 2015,99999 - Dormant Company
"WONDERFUL BUILDING MATERIALS CO., LTD",09878873,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,18 November 2015,99999 - Dormant Company
"JINYUN HENGTAI GARMENT MANUFACTURING EQUIPMENT CO., LTD.",10022504,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,23 February 2016,99999 - Dormant Company
"WALTERS INDUSTRIAL ENGINEERING CO., LTD",09975913,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,28 January 2016,99999 - Dormant Company
"NEW CHINA FINE CHEMICAL CO., LTD",08773491,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,13 November 2013,99999 - Dormant Company
"GLYN ANWELL CO., LTD",09885551,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,24 November 2015,99999 - Dormant Company
GRAND PROSPERITY INDUSTRY LIMITED,09886987,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,24 November 2015,99999 - Dormant Company
BEING TRADING LIMITED,09886995,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,24 November 2015,99999 - Dormant Company
"GOLDEN INGOTS CO., LTD",09887189,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,24 November 2015,99999 - Dormant Company
"FREE FASHION JEWELRY CO., LTD",08809032,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,10 December 2013,99999 - Dormant Company
"LANDBLUE PRODUCTS CO., LTD.",09890282,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,26 November 2015,99999 - Dormant Company
"UK VALUE MEDICAL INVESTMENT CO., LTD.",09891036,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,26 November 2015,99999 - Dormant Company
"CROSS OCEAN HOLDINGS CO., LTD",09062454,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,29 May 2014,46900 - Non-specialised wholesale trade
TRAFALGAR SQUARE TRADING CENTRE LIMITED,09891440,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,26 November 2015,99999 - Dormant Company
"GLOBAL QTB INDUSTRIAL CO., LTD",08781189,"Unit 46 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,19 November 2013,99999 - Dormant Company
UK NORMAN GROUP LTD,08732015,"35 Ivor Place, Lower Ground, London, England, NW1 6EA",Active,Private limited Company,14 October 2013,99999 - Dormant Company
"NEWLAND TRADING CO., LTD",08798013,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,2 December 2013,99999 - Dormant Company
"JYJA TRANSMISSION CO., LTD",08767214,"Unit 25 Cariocca Business Park 2 Sawley Road, Miles Plating, Manchester, United Kingdom, M40 8BB",Active,Private limited Company,8 November 2013,99999 - Dormant Company
AIMMOR INDUSTRY LIMITED,08798103,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,2 December 2013,99999 - Dormant Company
SLITER (ASIA PACIFIC) HOLDINGS LIMITED,09896176,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,1 December 2015,99999 - Dormant Company
"TOP TEAM INDUSTRY CO., LTD",09898168,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,2 December 2015,99999 - Dormant Company
"CHEMEX TRADING CO., LTD.",07875381,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",Active,Private limited Company,8 December 2011,99999 - Dormant Company
JKJ INDUSTRY LTD,09899783,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",Active,Private limited Company,3 December 2015,99999 - Dormant Company
"AMAY ENTERPRISE CO., LTD",09901648,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,3 December 2015,99999 - Dormant Company
"CHINA EASTERN SHIP ENGINEERING CO., LTD.",09901822,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,4 December 2015,99999 - Dormant Company
"WUYI GOLD SCIENCE TECHNOLOGY CO., LTD.",08797986,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,2 December 2013,99999 - Dormant Company
"YIMAY FASHION ACCESSORIES CO., LTD.",09305914,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,11 November 2014,99999 - Dormant Company
"KEYNETT CO., LIMITED",09903339,"Rm101, Maple House 118 High Street, Purley, London, United Kingdom, CR8 2AD",Active,Private limited Company,4 December 2015,99999 - Dormant Company
